target,user,text,cleaned_text
0,nicmcc,@madball911 I didn't feel it either.   Was driving on the 78 at the time.,i didnt feel it either was driving on the at the time
4,booksfromboxes7,is watching the stonehenge time team thing &amp; cooking brownies..nom  ha well love tony robinson,is watching the stonehenge time team thing &amp cooking browniesnom ha well love tony robinson
0,thedreamgirl123,"@SaulaSmurf Yeah   cause every 1-5min i have to sneeze, so i have to walk with tissues, Grr i get really tired of sneezing lol",yeah cause every  5min i have to sneeze so i have to walk with tissues grr i get really tired of sneezing lol
4,lizzieIsCool,Its all sunny now ,its all sunny now
0,5milesup,Back to work tonight after 2 weeks off ,back to work tonight after weeks off
4,amourchaleur,Saw someone that looks like Brenda in the exam hall today. ,saw someone that looks like brenda in the exam hall today
0,Jessieeelynn,Ugh. DO NOT FEEL GOOD. ,ugh do not feel good
4,msvanny,@jsincity 跟斗王常常都有爲什麽被�?會頭跟腳�??�?�來，還有爲什麽�?�醒手會那麽痠之類的疑�?，根本就是在�?�覺的時候打了場拳擊賽....(�?�?�爲什麽你的肚�?會跑出來倒是蠻新鮮的....=  ,=
4,TheElfMaiden,"Happy birthday, mom!!! ",happy birthday mom
4,freddiecardiel,"playing Little Big Planet on my PS3 with the beckynator - btw I set up my Blu-Ray, 1080p on a 60&quot;  !!!",playing little big planet on my ps3 with the beckynator   btw i set up my blu ray p on a &quot 
0,CptTagert,@blondie1980 Yeah we suck ,yeah we suck
4,kelvinringold,"@Sophie_Lhoste LOL.  Okay, I'll get an extra supply.  Any special thing you like? I'll see if I can find it  What's one more flavor :-D",lol okay ill get an extra supply any special thing you like ill see if i can find it whats one more flavor
0,baldeggie,I'm trying not 2 let my tattoo touch the pillow it isn't working so I'm looking 4ward 2 a beautiful inked design when I wake ,im trying not let my tattoo touch the pillow it isnt working so im looking ward a beautiful inked design when i wake
4,fatgenius,"star trek was lousy. on a more positive note, prithvi &amp; i had a good time making wisecracks about it and annoying everyone around us ",star trek was lousy on a more positive note prithvi &amp i had a good time making wisecracks about it and annoying everyone around us
0,spencerkat,@jonaskevin but not blinking is like really hard and i don't get to see the concert anyway ,but not blinking is like really hard and i dont get to see the concert anyway
0,s2art,@subsonix http://twitpic.com/68xdq - rice here ,  rice here
4,nabsterWP,Oh yeah that was my bf's dust you were eating last night!capeSTowners and FRC are taking over baby ,oh yeah that was my bfs dust you were eating last nightcapestowners and frc are taking over baby
0,nikki_jonas,Soundcheck is done. ,soundcheck is done
0,homebug,I'm sad to have lost another person close to me to cancer ,im sad to have lost another person close to me to cancer
4,bofranklin,I Love The Postman!! He just delivered me Glastonbury tickets *and* British F1 tickets.   http://mobypicture.com/?ka2a4i,i love the postman he just delivered me glastonbury tickets *and* british f1 tickets
4,sgowtham,@brockit nice  PS: u should hear me play the instrument - u will never complain ever again #music,nice ps u should hear me play the instrument   u will never complain ever again
4,ami_lowman,could get used to picnic dinners everynight ,could get used to picnic dinners everynight
0,Bowl_the_Bunny,@tweetnotpurge1 Nope. Not yet. ,nope not yet
0,superrkat,"i didn't mean to start a war, you know i never want to hurt you..  (music) http://plurk.com/p/11ba3w",i didnt mean to start a war you know i never want to hurt you music
0,astraeos,Oh god. His jacket and shoes clash today! How did he make this mistake? ,oh god his jacket and shoes clash today how did he make this mistake
4,Zunners,Im waiting for the summer to begin so i can spend some time with my man. ,im waiting for the summer to begin so i can spend some time with my man
4,SUGARvampchick,@_CrC_ damn whats up with all of the rain! no worries by the time y'all make it to HOUSTON it will be hot as hell. lets DO this ,damn whats up with all of the rain no worries by the time yall make it to houston it will be hot as hell lets do this
4,Anndrealeeann,Night twitter. Get well @tophertastic i love you! @lockandload I traced watsons ip address  lol...,night twitter get well i love you i traced watsons ip address lol
0,Kelsey_Erin,"I miss you, Jesse...   You have no idea..",i miss you jesse you have no idea
4,talkrubbish,@indiaknight goodnight and to yr robin too  x,goodnight and to yr robin too x
4,wddd,rt @wddnet accepting* ,rt accepting*
0,john_swaggerdap,@myu_myu I knowwww  damn job ... I need to get paid to travel and buy things. Hmmm,i knowwww damn job  i need to get paid to travel and buy things hmmm
0,edrosa,@SocialiteSteph a baby ,a baby
4,kaz00_40,@twilightgossip I hope you feel better soon ,i hope you feel better soon
4,pianogeek,is going to measure moisture in the ground in Fox Lake.  and hopefully find some fish!  ,is going to measure moisture in the ground in fox lake and hopefully find some fish
0,tarrywild,"in a bad mood now  ah, why can't we humans just be happy all the time??",in a bad mood now ah why cant we humans just be happy all the time
0,LeeSylvester,"@waxpraxis I feel for ya. Only last week I had half a tooth drilled away due to impacted wisdom teeth, which I had removed 2 weeks ago. ",i feel for ya only last week i had half a tooth drilled away due to impacted wisdom teeth which i had removed weeks ago
0,ApproachableArt,"Was going to see an Aaron Sorkin play today but I have too much to do at home, will have to miss the show and eat the ticket costs. ",was going to see an aaron sorkin play today but i have too much to do at home will have to miss the show and eat the ticket costs
4,franthomas,@loribehr its on the life today website. ,its on the life today website
4,bianca_ramalho,I Caught Myself - Paramore ,i caught myself   paramore
4,GOOBiEx,Crashin...good day...great worship ,crashingood daygreat worship
4,shanman98,http://twitpic.com/6qez8 - After hours at the vine in tempe. ,  after hours at the vine in tempe
0,SarcasticFairy,"@bebiv Oh sorry! I don't know how I missed that! :S Nope, don't think so! ",oh sorry i dont know how i missed that nope dont think so
4,markeeadix,@DavidArchie You're so good man! I was glad also that u sang almost all my favorite songs in your album. ,youre so good man i was glad also that u sang almost all my favorite songs in your album
4,Ashanay,Watching jump in...push it pish it to the limit ,watching jump inpush it pish it to the limit
0,oinkalicia,More rain? ,more rain
4,sonjaphelps,has just hung with Drew in FL ~ great friends we have been the past 13 years.  He is such a sweetheart!  ,has just hung with drew in fl ~ great friends we have been the past years he is such a sweetheart
0,brittybean,@smitlein Miss u smits!    It's a chilly one here today...brrr!,miss u smits its a chilly one here todaybrrr
4,dermotcasey,@ubfid Can I pay the tax on what I bought my house for instead of what its worth. Couldn't afford to buy it now ,can i pay the tax on what i bought my house for instead of what its worth couldnt afford to buy it now
4,cookiemonster82,"@thelostdot At the moment yes  I'm good,on my way to work.did you attend the tweetup a day or two ago in dxb?",at the moment yes im goodon my way to workdid you attend the tweetup a day or two ago in dxb
0,pc_williams,"@danilorum @hannarnia @eoutofm @swanzville yeah im alright, my body is trying to act up on me thats all ",yeah im alright my body is trying to act up on me thats all
0,kyff,"Tottenham 1-0  Newcastle Ouch, Newcastle looking good for the drop now ",tottenham  0 newcastle ouch newcastle looking good for the drop now
4,Bhooshan,@netcitizen I Know tat. No offense taken or meant ,i know tat no offense taken or meant
4,jennalovesyouu,getting ready. Tonight should be fun ,getting ready tonight should be fun
4,Bowl_the_Bunny,"@Enigma32 Thanks, Melinator.  Me too.",thanks melinator me too
0,Mr_AskBoutMe,@_JAYYTEE yea i knw ,yea i knw
0,premierePOET,@BarbieBibiana oh no.  that sucks yo. did u didn't back up everything 1st before went in to work?,oh no that sucks yo did u didnt back up everything st before went in to work
0,lubs,I am scared ,i am scared
4,elopez171,Its chill wit mom day lol!!! ,its chill wit mom day lol
4,PixxiStick,is chillin chillin with muh kittay ,is chillin chillin with muh kittay
0,Mangaqueeen,Is so bored of being unemployed and is missing her man ,is so bored of being unemployed and is missing her man
4,ashcalabrese,making cupcakes ,making cupcakes
0,xxbandgroupiexx,My best friend is moving to montana.  ,my best friend is moving to montana
0,oohtravie,@BLEXXED shit i got a shit of hw to do 2nite ,shit i got a shit of hw to do nite
0,josalina,sad office...how will i survive with out my main technichan pj?? ,sad officehow will i survive with out my main technichan pj
4,alisamariaxoxo,driver's ed? maybe.... aka hoping for yes yes yes ,drivers ed maybe aka hoping for yes yes yes
4,xojonasboysxo,@WeTheTRAVIS have fun ,have fun
4,stacehood,Eatin. Mk hungry   (like a cop car),eatin mk hungry like a cop car
0,lindseymclennan,@bravecitizens went to UC Berkeley today at 12pm and there were some protesters in weird costumes dancing in your place ,went to uc berkeley today at pm and there were some protesters in weird costumes dancing in your place
4,RutherfordL,@DizzyDezzi You needed to watch the White House Correspondent's Dinner. That would have cheered you up! ,you needed to watch the white house correspondents dinner that would have cheered you up
4,hollywoodkisses,i feel so accomplished. ,i feel so accomplished
0,louisephils,"@DavidArchie oh,btw, we already have swine flu here in the phils.   good thing youre no longer here. pls always stay safe &amp; healthy!",ohbtw we already have swine flu here in the phils good thing youre no longer here pls always stay safe &amp healthy
0,Daniiela03,It is so difficult to find a true friend... sometimes you think you find her... buy you are not... U.U I'm so sad ,it is so difficult to find a true friend sometimes you think you find her buy you are not uu im so sad
0,kimberleeeeeng,SHOOT. Tomorrow got lunch with family. ,shoot tomorrow got lunch with family
4,PriscillaCruz,@GenStar perfect!!! Let me know when!!!! ,perfect let me know when
4,mallorytrunnell,in the words of Scarlet &quot;I'll worry about that tomorrow&quot;...almost got done with everything today.  Night to all!,in the words of scarlet &quotill worry about that tomorrow&quotalmost got done with everything today night to all
4,dopegirl3,what up peoples!..hows ur day? mine..fantastic ,what up peopleshows ur day minefantastic
